include,name,suggested_category,longitude,latitude,address,website,source,source_id,reason
,Biodesign Challenge,,-74.007753,40.724658,"250 Hudson Street, New York, 10013",,NYC DCLA,dcla-row-326,Requires manual review
,bitforms gallery,,-73.990232,40.7200826,131 Allen Street,https://bitforms.art,OpenStreetMap,node/6236928057,Design-related museum or gallery
,BJHI INC,,-73.936687,40.614729,"3603 QUENTIN RD, BROOKLYN, 11234",,NYC DCLA,dcla-row-327,Requires manual review
,Bklyn Clay,,-73.9709045,40.6809516,,https://www.bklynclay.com,OpenStreetMap,node/7137864657,OpenStreetMap craft/workshop tag
,Black American Heritage Foundation,,-73.795578,40.702532,"94-20 Guy Brewer Boulevard, Jamaica, 11451",,NYC DCLA,dcla-row-328,Requires manual review
,"Black Spectrum Theatre Company, Inc.",,-73.772853,40.685612,"119-07 Merrick Blvd, Jamaica, 11434",,NYC DCLA,dcla-row-333,Requires manual review
,Black Women's Blueprint,,-73.952796,40.663803,"279 Empire Blvd, Brooklyn, 11225",,NYC DCLA,dcla-row-334,Requires manual review
,"Blackberry Productions, Inc.",,-73.949613,40.830449,"730 Riverside Drive, New York, 10031",,NYC DCLA,dcla-row-329,Requires manual review
,BLACKLOVE INC,,-73.957837,40.654947,"60 Clarkson Avenue, Brooklyn, 11226",,NYC DCLA,dcla-row-331,Requires manual review
,Blank Forms INC.,,-73.961551,40.682028,"468 Grand Avenue, Brooklyn, 11238",,NYC DCLA,dcla-row-335,Requires manual review
,"Blessed Unrest Theatre, Inc.",,-73.989365,40.721199,"167 Allen St, New York, 10002",,NYC DCLA,dcla-row-336,Requires manual review
,Bloomingdale Library,,-73.9675728,40.7959068,150 West 100th Street,https://www.nypl.org/locations/bloomingdale,OpenStreetMap,node/368050633,Requires manual review
,"Bloomingdale School of Music, Inc.",,-73.968308,40.803236,"323 West 108th Street, New York, 10025",,NYC DCLA,dcla-row-337,Requires manual review
,"Blue Coyote Theater Group, Inc.",,-74.002958,40.718112,"380 Broadway, 4th Floor, New York, 10013",,NYC DCLA,dcla-row-338,Requires manual review
,"Blue Heron Theatre, Inc.",,-73.975337,40.79236,"645 West End Avenue, Suite 7B, New York, 10025",,NYC DCLA,dcla-row-339,Requires manual review
,Blue Mountain Gallery,,-74.0045116,40.7512794,547 West 27th Street,https://www.bluemountaingallery.org,OpenStreetMap,node/10860703823,Requires manual review
,"Blue Mountains Projects, Inc",,-73.947537,40.786963,"215 E 99th Street, New York, 10029",,NYC DCLA,dcla-row-340,Requires manual review
,"Blue Pipa, Inc.",,-73.853122,40.717143,"68-39 Harrow Street, Forest Hills, 11375",,NYC DCLA,dcla-row-341,Requires manual review
,Blue Room Pottery Studio,,-73.9900323,40.6800237,,https://www.blueroompotterystudio.com,OpenStreetMap,node/12766863571,OpenStreetMap craft/workshop tag
,BM Pottery Studio,,-73.9093908,40.702147,17-02 Gates Avenue,http://bmpotterystudiony.com,OpenStreetMap,node/5364870790,OpenStreetMap craft/workshop tag
,Bnos Yakov Educational Center,,-73.958946,40.702169,"638 Bedford Avenue, Brooklyn, 11211",,NYC DCLA,dcla-row-342,Requires manual review
,Bo Wah Glass & Door Inc,,-73.9215423,40.7140046,46-55 Metropolitan Avenue,,OpenStreetMap,node/11938425443,Requires manual review
,Bob Hope Memorial Library,,-74.0399559,40.6994527,,,OpenStreetMap,node/6577103323,Requires manual review
,Boccara Art,,-73.9989735,40.6616832,198 24th Street,https://www.boccara-art.com,OpenStreetMap,way/248241132,Design-related museum or gallery
,Boerum Hill Dry Cleaners,,-73.9850952,40.6863385,391 Pacific Street,,OpenStreetMap,node/5809742299,Requires manual review
,Bohemian Benevolent and Literary Assocation of the City of New York,,-73.957169,40.769198,"321 E 73rd St, New York, 10021",,NYC DCLA,dcla-row-343,Requires manual review
,Bombay Grill House,,-73.988146,40.7641853,764 9th Avenue,http://bombaygrillhouse.com/,OpenStreetMap,node/6023478828,Requires manual review
,Bombay Kitchen,,-73.9096427,40.6939802,733 Knickerbocker Avenue,,OpenStreetMap,node/5163799863,Requires manual review
,"Bombazo Dance Co., Inc.",,-73.859859,40.834736,"1949 McGraw Ave 1-A, New York, 10462",,NYC DCLA,dcla-row-344,Requires manual review
,"Bon Shen Ling, the Tibetan Bon Education Fund",,-73.899775,40.73496,"65-55 Maurice Avenue, Woodside, 11377",,NYC DCLA,dcla-row-346,Requires manual review
,Bond Craft Studio,,-73.9909317,40.6782479,,https://bondcraftstudio.com,OpenStreetMap,node/9789098142,OpenStreetMap arts-centre tag
,"Bond Street Theatre Coalition, Ltd.",,-73.994631,40.726901,"2 BOND STREET, New York, 10012",,NYC DCLA,dcla-row-345,Requires manual review
,Boogie's Tailoring,,-73.94249,40.6630145,565 Lefferts Avenue,,OpenStreetMap,node/2566968412,Requires manual review
,"Booklyn, Inc.",,-74.022864,40.645338,"140 58th Street, BROOKLYN, 11220",,NYC DCLA,dcla-row-347,Requires manual review
,Boricua College,,-73.9461111,40.8333333,3755 Broadway,https://www.boricuacollege.edu/,OpenStreetMap,node/357621183,Requires manual review
,Boricua College,,-73.942403,40.7013535,9 Graham Ave,https://www.boricuacollege.edu/,OpenStreetMap,node/10067180313,Requires manual review
,"Boricua Festival Committee, Inc.",,-74.033804,40.615625,"c/o 313 97th Street, Brooklyn, 11209",,NYC DCLA,dcla-row-348,Requires manual review
,Born Dancing.Inc.,,-73.938829,40.851053,"812 West 181st Street, New York, 10033",,NYC DCLA,dcla-row-349,Requires manual review
,"Borough of Manhattan Community College Performing Arts Center, Inc.",,-74.012117,40.716838,"199 Chambers St., S115K, New York, 10007",,NYC DCLA,dcla-row-350,Requires manual review
,Boundless Theatre Company Inc.,,-73.921768,40.746727,"41-21 42nd St, Sunnyside, 11104",,NYC DCLA,dcla-row-351,Requires manual review
,Bowery Arts and Science,,-73.992373,40.724804,"310 Bowery, New York, 10012",,NYC DCLA,dcla-row-352,Requires manual review
,Bowery Gallery,,-74.0044835,40.7513197,547 West 27th Street,https://bowerygallery.org/,OpenStreetMap,node/10860703825,Requires manual review
,"Bowne House Historical Society, Inc.",,-73.825247,40.762853,"37-01 Bowne Street, Flushing, 11354",,NYC DCLA,dcla-row-353,DCLA Architecture/Design discipline
,"Box Turtle Press/Attitude Art, Inc.",,-74.005141,40.7182,"94 Franklin Street, New York, 10013",,NYC DCLA,dcla-row-354,Requires manual review
,"Boys' Club of New York, Inc.",,-73.992401,40.737663,"91 Fifth Avenue, New York, 10003",,NYC DCLA,dcla-row-355,Requires manual review
,Brame Signs,,-73.9824636,40.5952753,2695 86th Street,,OpenStreetMap,way/248863641,Requires manual review
,Brass Out Loud Inc,,-73.949213,40.654189,"300 Lenox Rd Apt 3e, New York, 11226",,NYC DCLA,dcla-row-357,Requires manual review
,"Brave New World Repertory Theatre, Inc.",,-73.967271,40.641295,"303 Westminster Road, Brooklyn, 11218",,NYC DCLA,dcla-row-358,Requires manual review
,BravinLee Gallery,,-74.0042354,40.7499417,526 West 26th Street,https://www.bravinlee.com,OpenStreetMap,node/10861434359,Requires manual review
,"Brazilian Endowment for the Arts, Inc.",,-73.968879,40.756658,"240E 52nd street, New York, 10022",,NYC DCLA,dcla-row-359,Requires manual review
,"Bread & Roses Cultural Project, Inc.",,-73.988167,40.761511,"322 West 48th Street, 6th floor, New York, 10036",,NYC DCLA,dcla-row-360,Requires manual review
,"Breakthru Education, Inc.",,-73.973221,40.685073,"138 South Oxford Street, Brooklyn, 11217",,NYC DCLA,dcla-row-362,Requires manual review
,Brecht Forum,,-73.985555,40.687202,"388 Atlantic Avenue, Brooklyn, 11217",,NYC DCLA,dcla-row-363,Requires manual review
,Breezy Point Lumber Yard,,-73.911403,40.561557,,,OpenStreetMap,node/10909060522,Requires manual review
,Breuckelen Distilling,,-73.9978094,40.665977,77 19th Street,https://brkdistilling.com,OpenStreetMap,node/10208113292,Requires manual review
,BRIC Arts Media Bklyn,,-73.979212,40.688236,"647 Fulton Street, Brooklyn, 11217",,NYC DCLA,dcla-row-364,Requires manual review
,BRIC Community Media Incubator,,-73.9790813,40.687789,75 Rockwell Place,,OpenStreetMap,node/7177794088,Design-related community or association
,"Brick Theater, Inc.",,-73.949881,40.714075,"579 Metropolitan Ave., Brooklyn, 11211",,NYC DCLA,dcla-row-365,Requires manual review
,Bricklayers Shop,,-73.9373865,40.8311603,2981 Frederick Douglass Boulevard,,OpenStreetMap,node/2796632380,Requires manual review
,Bridge and Tunnel Brewery,,-73.9027629,40.6937359,1535 Decatur Street,https://www.bridgeandtunnelbrewery.com/,OpenStreetMap,node/5005376222,Requires manual review
,Bridge Cleaners & Tailors,,-73.9861811,40.6896548,204 Livingston Street,https://www.bridgecleaners.com,OpenStreetMap,node/2550002268,Requires manual review
,"Bridge, Inc.",,-73.945704,40.807457,"290 Lenox Avenue, New York, 10027",,NYC DCLA,dcla-row-366,Requires manual review
,Bridgestone Dry Cleaners & Laundry,,-73.9929326,40.6881893,,https://www.bridgestonecleaners.com,OpenStreetMap,node/2549896906,Requires manual review
,Bridgestone Dry Cleaners & Laundry,,-73.9892807,40.7026114,109 Front Street,https://www.bridgestonecleaners.com,OpenStreetMap,node/9811608359,Requires manual review
,Bridgeview School of Fine Arts,,-73.9517073,40.7468009,,,OpenStreetMap,node/4995781628,Design-related college or university
,"Bridging Education and Art Together, Inc.",,-73.94438,40.748914,"44-02 23rd St, Long Island City, 11101",,NYC DCLA,dcla-row-367,Requires manual review
,"Brighton Ballet Theater Company, Inc.",,-73.9349,40.578497,"2001 Oriental Blvd., Brooklyn, 11235",,NYC DCLA,dcla-row-368,Requires manual review
,"Brighton Neighborhood Association, Inc.",,-73.959505,40.578014,"1002 Brighton Beach Avenue, New York, 11235",,NYC DCLA,dcla-row-369,Requires manual review
,Brilianna Photography,,-73.84765,40.7100515,105-21 Metropolitan Avenue,https://briliannaphotography.com,OpenStreetMap,node/10825166991,OpenStreetMap craft/workshop tag
,Brindamour Studios,,-73.989353,40.6799735,,https://brindamourstudios.com,OpenStreetMap,node/2550069742,Requires manual review
,"Broadway Advocacy Coalition, Inc.",,-73.983948,40.758116,"165 W 46th St, New York, 10036",,NYC DCLA,dcla-row-371,Requires manual review
,Broadway Bound Kids,,-73.956059,40.820507,"630 W 135th St, New York, 10031",,NYC DCLA,dcla-row-372,Requires manual review
,Broadway Dance Lab,,-73.992175,40.754946,"307 W. 38th Street, New York, 10018",,NYC DCLA,dcla-row-373,Requires manual review
,"Broadway for Arts Education, Inc.",,-73.99324,40.754573,"336 W 37th St Suite 500, New York, 10018",,NYC DCLA,dcla-row-374,Requires manual review
,"Broadway Housing Communities, Inc.",,-73.941435,40.8307,"898 St. Nicholas Ave, New York, 10032",,NYC DCLA,dcla-row-375,Requires manual review
,"Broadway League Foundation, Inc.",,-73.983973,40.760103,"729 Seventh Avenue, New York, 10019",,NYC DCLA,dcla-row-376,Requires manual review
,Broadway Lumber,,-73.9343184,40.6969623,1146 Myrtle Avenue,,OpenStreetMap,node/2568567026,OpenStreetMap craft/workshop tag
,Broadway Mall Gallery,,-73.9715855,40.7949144,,,OpenStreetMap,node/5695142890,Requires manual review
,Broken Box Mime Theater,,-73.957922,40.633876,"1169 Ocean Ave Apt 5F, Brooklyn, 11230",,NYC DCLA,dcla-row-377,Requires manual review
,Bronson Upholstery & Carpet Cleaning,,-73.9416881,40.7468097,27-15 44th Drive,,OpenStreetMap,node/10760156144,Requires manual review
,Bronx Arts Ensemble,,-73.889991,40.884706,"80 Van Cortlandt Park South, Bronx, 10463",,NYC DCLA,dcla-row-378,Requires manual review
,Bronx Brewery,,-73.9106405,40.8019078,856 East 136th Street,https://thebronxbrewery.com/,OpenStreetMap,way/282094141,Requires manual review
,Bronx Children's Museum,,-73.931021,40.823465,"725 Exterior St, 2nd Floor, Bronx, 10451",,NYC DCLA,dcla-row-380,Requires manual review
,Bronx Community Cable Programming Corp.,,-73.89286,40.875028,"250 Bedford Park Blvd. West, Bronx, 10468",,NYC DCLA,dcla-row-381,Requires manual review
,Bronx Community College,,-73.9129942,40.8581702,2155 University Avenue,,OpenStreetMap,relation/3807357,Requires manual review
,"Bronx Community College Association, Inc.",,-73.909698,40.857394,"2155 University Avenue, New York City, 10453",,NYC DCLA,dcla-row-382,Requires manual review
,Bronx Conservatory of Music,,-73.91306,40.859532,"200 Hall of Fame Terrace, Bronx, 10453",,NYC DCLA,dcla-row-383,Requires manual review
,Bronx Council on the Arts,,-73.845772,40.842689,"2700 East Tremont Avenue, Bronx, 10461",,NYC DCLA,dcla-row-384,Requires manual review
,Bronx Council on the Arts - Regrant,,-73.845772,40.842689,"2700 East Tremont Avenue, Bronx, 10461",,NYC DCLA,dcla-row-385,Requires manual review
,Bronx County Historical Society,,-73.879468,40.878193,"3309 Bainbridge Avenue, Bronx, 10467",,NYC DCLA,dcla-row-386,Requires manual review
,"Bronx Dance Theatre, Inc.",,-73.887967,40.855777,"585 East 187th Street, 2nd Floor, New York, 10458",,NYC DCLA,dcla-row-387,Requires manual review
,Bronx Documentary Center,,-73.9186583,40.8180322,614 Courtlandt Avenue,https://www.bronxdoc.org/,OpenStreetMap,node/4455096389,Requires manual review
,Bronx Documentary Center,,-73.918816,40.818168,"614 Courtlandt Ave, Bronx, 10451",,NYC DCLA,dcla-row-388,Requires manual review
,Bronx Hispanic Festival Inc,,-73.908097,40.864394,"3 fordham hill, Bronx, 10468",,NYC DCLA,dcla-row-389,Requires manual review
,"Bronx House, Inc.",,-73.860354,40.856804,"990 Pelham Parkway South, Bronx, 10461",,NYC DCLA,dcla-row-390,Requires manual review
,Bronx Library Center,,-73.8945201,40.8630135,310 East Kingsbridge Road,https://www.nypl.org/locations/bronx-library-center,OpenStreetMap,way/276299869,Requires manual review
,Bronx Museum of the Arts,,-73.9199471,40.8310911,1040 Grand Concourse,https://bronxmuseum.org/,OpenStreetMap,node/368061518,Design-related museum or gallery
,Bronx Museum of the Arts,,-73.920361,40.831063,"1040 Grand Concourse, Bronx, 10456",,NYC DCLA,dcla-row-391,Design-related name in DCLA Visual Arts discipline
,Bronx Opera Company,,-73.891036,40.871469,"5 Minerva Place, Bronx, 10468",,NYC DCLA,dcla-row-392,Requires manual review
,Bronx River Alliance,,-73.883614,40.833338,"1490 Sheridan Blvd, Bronx, 10459",,NYC DCLA,dcla-row-393,Requires manual review
,"Bronx River Art Center, Inc.",,-73.878648,40.84003,"1087 East Tremont Avenue, Bronx, 10460",,NYC DCLA,dcla-row-394,Requires manual review
,Bronx River Arts Center,,-73.8783132,40.8403365,,,OpenStreetMap,way/276027942,OpenStreetMap arts-centre tag
,Bronx School for Music Inc.,,-73.874538,40.878536,"3348 Perry Ave, Bronx, 10467",,NYC DCLA,dcla-row-395,Requires manual review
,"BronxArtSpace, Inc.",,-73.888365,40.814412,"700 Manida St, Bronx, 10474",,NYC DCLA,dcla-row-379,Requires manual review
,"BronxWorks, Inc.",,-73.905278,40.853493,"2054 Morris Avenue, Bronx, 10453",,NYC DCLA,dcla-row-398,Requires manual review
,Brookdale Campus,,-73.9758495,40.7379073,425 East 25th Street,,OpenStreetMap,way/306329161,Requires manual review
,Brooke's Appliance,,-73.9828213,40.6651658,387 7th Avenue,https://brookesappliance.com,OpenStreetMap,node/5838758062,Requires manual review
,Brooklyn & Queens Electric Co,,-73.9504351,40.7228776,,,OpenStreetMap,node/3362422973,Requires manual review
,Brooklyn Academy of Music,,-73.977738,40.686866,"30 Lafayette Avenue, Brooklyn, 11217",,NYC DCLA,dcla-row-399,Requires manual review
,Brooklyn Acting Lab,,-73.9802626,40.6650257,,https://brooklynactinglab.org,OpenStreetMap,node/8787246999,OpenStreetMap arts-centre tag
,"Brooklyn Art Incubator, Inc.",,-73.967599,40.687097,"365 Clinton ave. apt #12D, Brooklyn, 11238",,NYC DCLA,dcla-row-400,Design-related name in DCLA Visual Arts discipline
,Brooklyn Art Song Society,,-73.99313,40.730886,"60 East 8th Street, New York, 10003",,NYC DCLA,dcla-row-404,Requires manual review
,"Brooklyn Arts Council, Inc.",,-73.978661,40.686754,"10 Lafayette Avenue, Brooklyn, 11217",,NYC DCLA,dcla-row-401,Requires manual review
,"Brooklyn Arts Council, Inc. - Regrant",,-73.986587,40.704313,"20 Jay Street, Brooklyn, 11201",,NYC DCLA,dcla-row-402,Requires manual review
,Brooklyn Arts Exchange,,-73.985714,40.669869,"421 5th Ave, Brooklyn, 11215",,NYC DCLA,dcla-row-403,Requires manual review
,"Brooklyn Ballet, Inc.",,-73.987452,40.689525,"160 Schermerhorn St, Brooklyn, 11201",,NYC DCLA,dcla-row-405,Requires manual review
,Brooklyn Barista,,-73.9070176,40.6971319,880 Wyckoff Avenue,https://thebrooklynbarista.com/,OpenStreetMap,node/7063221716,Requires manual review
,Brooklyn Biscuit Company,,-74.0063164,40.6796755,24 Commerce Street,,OpenStreetMap,node/8138803339,Requires manual review
,"Brooklyn Blues Society, Inc",,-73.969599,40.648462,"10 Stratford Road  #9F, Brooklyn, 11218",,NYC DCLA,dcla-row-406,Requires manual review
,"Brooklyn Book Bodega, Inc.",,-73.970987,40.697858,"141 Flushing Avenue, Brooklyn, 11205",,NYC DCLA,dcla-row-407,Requires manual review
,"Brooklyn Book Festival, Inc.",,-73.992767,40.683311,"249 Smith St, Brooklyn, 11231",,NYC DCLA,dcla-row-408,Requires manual review
,Brooklyn Botanic Garden Corporation,,-73.96179,40.667533,"1000 Washington Avenue, Brooklyn, 11225",,NYC DCLA,dcla-row-409,Requires manual review
,Brooklyn Botanic Garden Library,,-73.9621567,40.6675717,,,OpenStreetMap,node/13274063657,Requires manual review
,"Brooklyn Bridge Park Conservancy, Inc.",,-73.999196,40.693999,"334 Furman Street, Brooklyn, 11201",,NYC DCLA,dcla-row-410,Requires manual review
,Brooklyn Bridge Park Environmental Education Center,,-73.9892573,40.7040995,99 Plymouth Street,https://www.brooklynbridgepark.org/activities/classroom,OpenStreetMap,way/250402662,Requires manual review
,Brooklyn Center Stage Dance Studio,,-73.9919648,40.670101,495 3rd Avenue,https://brooklyncenterstage.com,OpenStreetMap,node/2562131748,OpenStreetMap arts-centre tag
,Brooklyn Chamber Music Society,,-73.999524,40.685713,"49 Cheever Place, Brooklyn, 11231",,NYC DCLA,dcla-row-411,Requires manual review
,Brooklyn Children's Museum,,-73.9438946,40.6744161,145 Brooklyn Avenue,https://www.brooklynkids.org/,OpenStreetMap,way/250324041,Design-related museum or gallery
,Brooklyn Children's Museum,,-73.944464,40.674773,"145 Brooklyn Avenue, Brooklyn, 11213",,NYC DCLA,dcla-row-412,Design-related name in DCLA Museum discipline
,"Brooklyn City Streetcar Company, Inc.",,-73.968858,40.615623,"1360 Ocean Parkway, Ste. 6L, Brooklyn, 11230",,NYC DCLA,dcla-row-413,Requires manual review
,Brooklyn Cleaner & Tailor,,-73.9843393,40.6638122,,,OpenStreetMap,node/4096107215,Requires manual review
,Brooklyn College,,-73.9523602,40.6310463,2900 Bedford Avenue,,OpenStreetMap,way/184998693,Requires manual review
,Brooklyn Community Pride Center,,-73.94593,40.680186,"1360 Fulton Street, Brooklyn, 11216",,NYC DCLA,dcla-row-414,Requires manual review
,Brooklyn Defender Services,,-73.986701,40.690019,"177 Livingston Street, Brooklyn, 11201",,NYC DCLA,dcla-row-416,Requires manual review
,Brooklyn Film Society,,-73.960773,40.711101,"184 S. 4th St, Brooklyn, 11211",,NYC DCLA,dcla-row-418,Requires manual review
,BROOKLYN FILMSHOP INC,,-74.002976,40.725748,"104 Sullivan St, New York, 10012",,NYC DCLA,dcla-row-417,Requires manual review
,"Brooklyn Four Plus One, Inc.",,-73.937886,40.583919,"3030 Emmons Ave.  2N, New York, 11235",,NYC DCLA,dcla-row-419,Requires manual review
,Brooklyn Glass,,-73.9936769,40.669037,143 13th Street,,OpenStreetMap,node/2550101359,OpenStreetMap arts-centre tag
,Brooklyn Historical Society,,-73.9919921,40.7037138,,,OpenStreetMap,node/6562823263,Requires manual review
,Brooklyn Historical Society,,-73.992387,40.69502,"128 Pierrepont Street, Brooklyn, 11201",,NYC DCLA,dcla-row-421,Requires manual review
,"Brooklyn House of Kulture, Inc.",,-73.955412,40.620593,"1685 Ocean Ave, Brooklyn, 11230",,NYC DCLA,dcla-row-422,Requires manual review
,"Brooklyn Institute for Social Research, Inc.",,-73.986681,40.702763,"68 Jay Street, Brooklyn, 11201",,NYC DCLA,dcla-row-423,Requires manual review
,Brooklyn Institute of Arts and Sciences,,-73.963042,40.671835,"200 Eastern Parkway, Brooklyn, 11238",,NYC DCLA,dcla-row-424,Design-related name in DCLA Visual Arts discipline
,Brooklyn Kura,,-74.0073212,40.6576173,68 34th Street,,OpenStreetMap,node/13046516901,Requires manual review
,Brooklyn Law School,,-73.9897893,40.6917569,250 Joralemon Street,https://www.brooklaw.edu/en/Maps-Directions-Parking,OpenStreetMap,way/1156112557,Requires manual review
,Brooklyn Law School,,-73.9916508,40.6910819,250 Joralemon Street,https://www.brooklaw.edu/en/Maps-Directions-Parking,OpenStreetMap,relation/15626924,Requires manual review
,Brooklyn Law School Residence Halls,,-73.9937791,40.6921027,148-150 Clinton Street,https://www.brooklaw.edu/en/Maps-Directions-Parking,OpenStreetMap,way/1156115255,Requires manual review
,Brooklyn Metal Works,,-73.9690829,40.6802911,,,OpenStreetMap,node/5837225129,Requires manual review
,Brooklyn Museum,,-73.963695,40.6709677,200 Eastern Parkway,https://www.brooklynmuseum.org/,OpenStreetMap,way/1432069915,Design-related museum or gallery
,Brooklyn Navy Yard Development Corporation,,-73.974986,40.69802,"63 Flushing Avenue, Brooklyn, 11205",,NYC DCLA,dcla-row-426,Requires manual review
,Brooklyn Neighborhood Improvement Association,,-73.9626887,40.674599,,https://thebnia.org,OpenStreetMap,node/6431561697,Requires manual review
,Brooklyn Poets,,-73.9935672,40.6943939,,https://brooklynpoets.org,OpenStreetMap,node/11766622694,OpenStreetMap arts-centre tag
,"Brooklyn Poets, Inc.",,-73.993469,40.694556,"144 Montague Street, Brooklyn, 11201",,NYC DCLA,dcla-row-427,Requires manual review
,Brooklyn Public Library,,-73.9913091,40.695797,286 Cadman Plaza West,https://www.bklynlibrary.org/locations/brooklyn-heights,OpenStreetMap,node/6573693094,Requires manual review
,Brooklyn Public Library,,-74.013602,40.6458064,5108 4th Avenue,https://www.bklynlibrary.org/locations/sunset-park,OpenStreetMap,node/12616031535,Requires manual review
,Brooklyn Public Library,,-73.9441319,40.674511,,https://www.bklynlibrary.org/locations/brower-park,OpenStreetMap,node/13874755592,Requires manual review
,Brooklyn Public Library,,-73.9980286,40.6832112,396 Clinton Street,,OpenStreetMap,way/241820981,Requires manual review
,Brooklyn Public Library,,-73.9659721,40.6407959,1305 Cortelyou Road,https://www.bklynlibrary.org/locations/cortelyou,OpenStreetMap,way/241832434,Requires manual review
,Brooklyn Public Library,,-73.9602814,40.6259034,975 East 16th Street,https://www.bklynlibrary.org/locations/midwood,OpenStreetMap,way/247921683,Requires manual review
,Brooklyn Public Library,,-73.9582331,40.6519245,22 Linden Boulevard,https://www.bklynlibrary.org/locations/flatbush,OpenStreetMap,way/248135895,Requires manual review
,Brooklyn Public Library,,-73.9785568,40.6834755,25 4th Avenue,https://www.bklynlibrary.org/locations/pacific,OpenStreetMap,way/248165018,Requires manual review
,Brooklyn Public Library,,-74.0313918,40.6164062,9424 4th Avenue,https://www.bklynlibrary.org/locations/fort-hamilton,OpenStreetMap,way/248460301,Requires manual review
,Brooklyn Public Library,,-74.0295307,40.633629,7223 Ridge Boulevard,https://www.bklynlibrary.org/locations/bay-ridge,OpenStreetMap,way/248487651,Requires manual review
,Brooklyn Public Library,,-73.9667447,40.5761739,16 Brighton 1st Road,https://www.bklynlibrary.org/locations/brighton-beach,OpenStreetMap,way/248510794,Requires manual review
,Brooklyn Public Library,,-73.9862282,40.6056912,1664 West 13th Street,https://www.bklynlibrary.org/locations/highlawn,OpenStreetMap,way/248929277,Requires manual review
,Brooklyn Public Library,,-73.9767932,40.6487185,160 East 5th Street,https://www.bklynlibrary.org/locations/windsor-terrace,OpenStreetMap,way/249617696,Requires manual review
,Brooklyn Public Library,,-73.9606045,40.5952374,2525 Coney Island Avenue,https://www.bklynlibrary.org/locations/homecrest,OpenStreetMap,way/249711986,Requires manual review
,Brooklyn Public Library,,-73.9561786,40.6818185,496 Franklin Avenue,https://www.bklynlibrary.org/locations/bedford,OpenStreetMap,way/249985795,Requires manual review
,Brooklyn Public Library,,-73.9476387,40.635744,2035 Nostrand Avenue,https://www.bklynlibrary.org/locations/clarendon,OpenStreetMap,way/250010121,Requires manual review
,Brooklyn Public Library,,-73.948133,40.6612042,560 New York Avenue,,OpenStreetMap,way/250169338,Requires manual review
,Brooklyn Public Library,,-73.9680884,40.6721323,10 Grand Army Plaza,https://www.bklynlibrary.org/locations/central,OpenStreetMap,way/250229992,Requires manual review
,Brooklyn Public Library,,-73.9479429,40.7136492,81 Devoe Street,https://www.bklynlibrary.org/locations/leonard,OpenStreetMap,way/280041750,Requires manual review
,Brooklyn Public Library,,-73.924008,40.5913462,2808 Gerritsen Avenue,https://www.bklynlibrary.org/locations/gerritsen-beach,OpenStreetMap,way/285116386,Requires manual review
,Brooklyn Public Library - Kensington Branch,,-73.9754236,40.6312465,4207 18th Avenue,https://www.bklynlibrary.org/locations/kensington,OpenStreetMap,way/249113326,Requires manual review
,Brooklyn Public Library - Marcy Branch,,-73.9512837,40.6916143,617 DeKalb Avenue,,OpenStreetMap,way/250319338,Requires manual review
,Brooklyn Public Library - Washington Irving,,-73.9122144,40.6974766,360 Irving Avenue,https://www.bklynlibrary.org/locations/washington-irving,OpenStreetMap,way/250415613,Requires manual review
,Brooklyn Public Library Dyker Branch,,-74.0120002,40.6163073,8202 13th Avenue,https://www.bklynlibrary.org/locations/dyker,OpenStreetMap,way/249022678,Requires manual review
,"Brooklyn Public Library, Ryder branch",,-73.9760426,40.6159119,5902 23rd Avenue,,OpenStreetMap,way/249097717,Requires manual review
,Brooklyn Queens Conservatory of Music,,-73.974533,40.675843,"58 7th Avenue, Brooklyn, 11217",,NYC DCLA,dcla-row-428,Requires manual review
,Brooklyn Rail,,-74.007154,40.65597,"253 36th Street, Brooklyn, 11232",,NYC DCLA,dcla-row-429,Requires manual review
,Brooklyn Rockwerks,,-73.9316047,40.702684,129 Noll Street,,OpenStreetMap,node/5801918141,Requires manual review
,Brooklyn Seltzer Museum,,-73.8698351,40.6777636,474 Hemlock Street,https://brooklynseltzermuseum.org/,OpenStreetMap,node/13373950914,Design-related museum or gallery
,Brooklyn Sewer Solutions,,-73.9482305,40.6758514,1132 Bergen Street,https://brooklynsewersolutions.co,OpenStreetMap,node/13959154228,Requires manual review
,Brooklyn Shoe Space,,-73.9594025,40.7119367,224 Roebling Street,https://brooklynshoespace.com/,OpenStreetMap,node/4312746447,Requires manual review
,Brooklyn Steppers,,-73.993787,40.694661,"137 Montague Street #237, New York City, 11201",,NYC DCLA,dcla-row-430,Requires manual review
,Brooklyn Studios for Dance,,-73.968143,40.687934,"210 Lafayette Ave., Brooklyn, 11238",,NYC DCLA,dcla-row-431,Requires manual review
,"Brooklyn Theatre Arts Project, Inc.",,-74.000936,40.615389,"1618 76th Street, Brooklyn, 11214",,NYC DCLA,dcla-row-432,Requires manual review
,Brooklyn USA Athletic Assc,,-73.943796,40.68007,"1424 Fulton Street, Brooklyn, 11216",,NYC DCLA,dcla-row-433,Requires manual review
,Brooklyn Waterfront Artist Coalition,,-74.016493,40.67428,"499 Van Brunt St, Brooklyn, 11231",,NYC DCLA,dcla-row-434,Requires manual review
,Brooklyn Winery,,-73.9527856,40.7234811,61 Guernsey Street,https://www.bkwinery.com,OpenStreetMap,node/11830155819,Requires manual review
